plants,operator,nrg_bal,siec,unit,geo\time	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 
CHP,PRR_AUTO,NHP,CF,TJ,FR	21648.414 	20111.132 	15053.505 	15900.202 	15669.346 	15079.885 	17698.289 	20312.609 	21725.203 	68694.725 	72870.512 	103652.000 	110712.000 	102881.000 	99467.000 	104550.000 	103202.000 	91565.000 	16643.000 	17180.000 	17013.000 	18375.000 	16237.000 	: 	: 	: 	: 	: 
CHP,PRR_AUTO,NHP,CF,TJ,HU	108.000 	288.000 	379.000 	359.000 	606.000 	203.000 	1397.000 	142.000 	108.000 	163.000 	190.000 	230.000 	301.000 	332.000 	944.000 	1757.000 	1350.000 	1538.000 	2355.000 	2109.000 	3421.000 	5153.000 	4510.000 	4462.000 	3929.000 	3469.000 	3848.000 	3341.000 
CHP,PRR_AUTO,NHP,CF,TJ,IT	68129.671 	64348.000 	74929.000 	73296.000 	83720.000 	90987.000 	106818.000 	109898.000 	103914.000 	117558.000 	121072.000 	125784.000 	120423.000 	120532.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_AUTO,NHP,CF,TJ,LT	49.000 	52.000 	65.000 	98.000 	70.000 	156.000 	29.000 	170.000 	170.000 	22.000 	150.000 	190.000 	332.000 	410.000 	575.000 	573.000 	565.000 	187.000 	207.000 	236.000 	231.000 	370.000 	390.000 	341.000 	333.000 	781.000 	1075.000 	1206.000 
CHP,PRR_AUTO,NHP,CF,TJ,LU	537.961 	593.241 	578.139 	604.988 	676.760 	644.961 	630.121 	675.186 	620.732 	577.883 	567.537 	744.069 	718.535 	735.829 	636.051 	597.064 	283.206 	217.240 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_AUTO,NHP,CF,TJ,LV	473.913 	555.000 	515.000 	498.000 	644.000 	474.000 	299.000 	252.000 	248.000 	202.000 	443.000 	421.000 	439.000 	428.000 	659.000 	515.000 	483.000 	684.000 	469.000 	312.000 	1225.000 	1855.000 	2070.000 	915.000 	1367.000 	3461.000 	3689.000 	4110.000 
CHP,PRR_AUTO,NHP,CF,TJ,MD	820.000 	736.000 	649.000 	1211.000 	1046.000 	702.000 	816.000 	866.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_AUTO,NHP,CF,TJ,MK	: 	: 	: 	27.000 	65.000 	60.000 	84.000 	108.000 	103.000 	138.000 	118.000 	70.000 	191.000 	671.000 	716.000 	732.000 	825.000 	918.000 	1118.000 	1386.000 	233.000 	233.000 	133.000 	861.000 	980.000 	1975.000 	1975.000 	2764.000 
CHP,PRR_AUTO,NHP,CF,TJ,MT	15.000 	8.000 	6.000 	1.000 	1.000 	8.000 	5.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_AUTO,NHP,CF,TJ,NL	34216.110 	30721.605 	29157.010 	41145.000 	43177.000 	41711.000 	29735.000 	25188.000 	26144.000 	26824.000 	25651.000 	25223.000 	26942.000 	28639.000 	32213.000 	31182.000 	25197.000 	26947.000 	27638.000 	47348.000 	39091.000 	30215.000 	29483.000 	33662.000 	27035.000 	29862.000 	29396.000 	26122.000 
CHP,PRR_AUTO,NHP,CF,TJ,PL	15859.740 	12308.000 	12004.000 	11790.000 	13025.000 	11469.000 	10895.000 	12185.000 	10944.000 	11703.000 	28582.000 	42107.000 	34845.000 	33204.000 	52550.000 	37147.000 	32427.000 	30740.000 	33088.000 	32319.000 	32205.000 	31644.000 	40810.000 	208720.000 	221500.000 	221648.000 	231991.000 	249393.000 
CHP,PRR_AUTO,NHP,CF,TJ,PT	19065.552 	18811.000 	19492.000 	21332.000 	25488.000 	21398.000 	20579.000 	21034.000 	14624.000 	11565.000 	12542.000 	9949.000 	9877.000 	7316.000 	7404.000 	6349.000 	4702.000 	3496.000 	1660.000 	1220.000 	879.000 	415.000 	32.000 	: 	: 	: 	: 	: 
CHP,PRR_AUTO,NHP,CF,TJ,RO	981.084 	2169.000 	2320.000 	2187.000 	2773.000 	2443.000 	3617.000 	3416.000 	3581.000 	4019.000 	4195.000 	3910.000 	5635.000 	4706.000 	4848.000 	5050.000 	4906.000 	5660.000 	10261.000 	9390.000 	13954.000 	14658.000 	20561.000 	20853.000 	73053.000 	87414.000 	161.000 	21692.000 
CHP,PRR_AUTO,NHP,CF,TJ,RS	6902.030 	6435.000 	6297.000 	5726.000 	5518.000 	5391.000 	8895.000 	7984.000 	832.000 	144.000 	4353.000 	5545.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_AUTO,NHP,CF,TJ,SE	19231.000 	17377.000 	16081.000 	15494.000 	17042.000 	17104.000 	12661.000 	17500.000 	11131.000 	18009.000 	19346.000 	20628.000 	26578.000 	23729.000 	19730.000 	15588.000 	17690.000 	16718.000 	17309.000 	13119.000 	12024.000 	12229.000 	11747.000 	12009.000 	11819.000 	11322.000 	: 	: 
CHP,PRR_AUTO,NHP,CF,TJ,SI	127.593 	142.000 	142.000 	104.000 	111.000 	76.000 	70.000 	135.000 	128.000 	136.000 	149.000 	142.000 	157.000 	77.000 	66.000 	52.000 	583.000 	931.000 	916.000 	911.000 	339.000 	598.000 	520.000 	613.000 	842.000 	823.000 	834.000 	763.000 
CHP,PRR_AUTO,NHP,CF,TJ,SK	1949.000 	1678.000 	1399.000 	1643.000 	3883.000 	3965.000 	1784.000 	2060.000 	1843.000 	2516.000 	2581.000 	2368.000 	2138.000 	3139.000 	3475.000 	2333.000 	5238.000 	2904.000 	3369.000 	3404.000 	3904.000 	4044.000 	3718.000 	3426.000 	3523.000 	3022.000 	3077.000 	3348.000 
CHP,PRR_AUTO,NHP,CF,TJ,TR	20785.515 	18713.000 	17194.000 	20549.000 	20627.000 	22193.000 	22046.000 	21490.000 	19710.000 	20250.000 	19303.000 	21158.000 	20928.000 	12667.000 	14849.000 	17123.000 	12436.000 	16068.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_AUTO,NHP,CF,TJ,UA	90002.000 	80941.000 	75421.000 	74642.000 	91541.000 	95413.000 	92962.000 	91952.000 	67668.000 	96562.000 	88291.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_AUTO,NHP,RA200,TJ,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	18.000 	16.000 	: 	: 	: 	30.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_AUTO,NHP,RA200,TJ,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	18.000 	16.000 	: 	: 	: 	30.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_AUTO,NHP,TOTAL,TJ,AT	11425.821 	10421.522 	9836.479 	8390.760 	9818.001 	9498.971 	7615.900 	7625.897 	5221.439 	4841.182 	5779.488 	5059.119 	4028.616 	4027.000 	3033.000 	2878.000 	3267.000 	4934.000 	4914.000 	4090.000 	4811.000 	5290.000 	4781.000 	4415.000 	5869.000 	4903.000 	4709.000 	3981.000 
CHP,PRR_AUTO,NHP,TOTAL,TJ,BE	11673.800 	11039.000 	10627.000 	10029.000 	9791.000 	5293.000 	3621.000 	3245.000 	889.000 	2662.000 	2657.000 	2791.000 	2902.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_AUTO,NHP,TOTAL,TJ,BG	95.454 	159.000 	279.000 	87.000 	51.000 	62.000 	17.000 	10.000 	84.000 	205.000 	205.000 	140.000 	568.000 	592.000 	495.000 	255.000 	521.000 	890.000 	890.000 	1220.000 	1475.000 	45367.000 	42790.000 	36297.000 	34099.000 	31001.000 	36310.000 	60000.000 
CHP,PRR_AUTO,NHP,TOTAL,TJ,CZ	8204.567 	10891.000 	9685.000 	9428.000 	9414.000 	9455.000 	9208.000 	11542.000 	12564.000 	13828.000 	14396.000 	14626.000 	15970.000 	12507.000 	12630.000 	16020.000 	16179.000 	15596.000 	21767.000 	17701.000 	24893.000 	21895.000 	20279.000 	23194.000 	32875.000 	31784.000 	30904.000 	29259.000 
CHP,PRR_AUTO,NHP,TOTAL,TJ,DK	22750.391 	21463.622 	21589.130 	19162.000 	17728.000 	18114.000 	17917.000 	17625.000 	17152.000 	17015.000 	16050.000 	15356.000 	14885.000 	12232.000 	10543.000 	9464.000 	8483.000 	8374.000 	7048.000 	5880.000 	4776.000 	5122.000 	3846.000 	3620.000 	3117.000 	2522.000 	1943.000 	694.000 
CHP,PRR_AUTO,NHP,TOTAL,TJ,EA19	185725.556 	176435.500 	182043.133 	193747.950 	212626.107 	206046.817 	204591.310 	209814.692 	193761.374 	253154.790 	261922.537 	294353.188 	294993.151 	285509.829 	163738.051 	165068.064 	156083.206 	146588.240 	73086.000 	90520.000 	82607.000 	76580.000 	59399.000 	46149.000 	39968.000 	43825.000 	45130.000 	42630.000 
CHP,PRR_AUTO,NHP,TOTAL,TJ,EE	50.000 	: 	: 	: 	48.000 	46.000 	135.000 	175.000 	156.000 	171.000 	202.000 	206.000 	240.000 	268.000 	258.000 	193.000 	365.000 	309.000 	119.000 	394.000 	430.000 	1023.000 	1092.000 	2152.000 	640.000 	584.000 	1404.000 	1915.000 
CHP,PRR_AUTO,NHP,TOTAL,TJ,EU28	253717.521 	241744.122 	245776.263 	253610.950 	275249.107 	265772.817 	261317.310 	272948.692 	249680.374 	318876.790 	345867.537 	392198.188 	394590.151 	373661.829 	265478.051 	250379.064 	237639.206 	226104.240 	165804.000 	172258.000 	175355.000 	212648.000 	203942.000 	355304.000 	420360.000 	432985.000 	350287.000 	407009.000 
CHP,PRR_AUTO,NHP,TOTAL,TJ,FI	10139.000 	11804.000 	14111.000 	14740.000 	13685.000 	11038.000 	9642.000 	13210.000 	12095.000 	12067.000 	11752.000 	13025.000 	11446.000 	12681.000 	11577.000 	11926.000 	10448.000 	11589.000 	14328.000 	13229.000 	13073.000 	13058.000 	: 	: 	: 	: 	: 	: 
CHP,PRR_AUTO,NHP,TOTAL,TJ,FR	21648.414 	20111.132 	15053.505 	15900.202 	15669.346 	15079.885 	17698.289 	20325.609 	21725.203 	68694.725 	72870.512 	103652.000 	110712.000 	102881.000 	99467.000 	104550.000 	103202.000 	91565.000 	16643.000 	17180.000 	17013.000 	18375.000 	16237.000 	: 	: 	: 	: 	: 
CHP,PRR_AUTO,NHP,TOTAL,TJ,HU	132.000 	392.000 	488.000 	434.000 	1571.000 	203.000 	1397.000 	142.000 	108.000 	163.000 	190.000 	230.000 	301.000 	332.000 	944.000 	1757.000 	1350.000 	1538.000 	2355.000 	2109.000 	3421.000 	5153.000 	4510.000 	4462.000 	3929.000 	3469.000 	3848.000 	3341.000 
CHP,PRR_AUTO,NHP,TOTAL,TJ,IT	68129.671 	64348.000 	74929.000 	73296.000 	83720.000 	90987.000 	106818.000 	109898.000 	103914.000 	117558.000 	121072.000 	125784.000 	120423.000 	120532.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_AUTO,NHP,TOTAL,TJ,LT	6262.000 	6203.000 	6110.000 	6006.000 	5868.000 	5772.000 	5915.000 	5957.000 	6153.000 	5340.000 	5656.000 	4989.000 	4970.000 	4786.000 	4950.000 	4493.000 	2315.000 	3012.000 	3030.000 	2432.000 	1842.000 	1707.000 	1466.000 	966.000 	692.000 	1170.000 	2021.000 	2391.000 
CHP,PRR_AUTO,NHP,TOTAL,TJ,LU	537.961 	593.241 	578.139 	604.988 	676.760 	644.961 	630.121 	675.186 	620.732 	577.883 	567.537 	744.069 	718.535 	735.829 	636.051 	597.064 	283.206 	217.240 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_AUTO,NHP,TOTAL,TJ,LV	485.634 	555.000 	515.000 	498.000 	644.000 	474.000 	299.000 	252.000 	248.000 	202.000 	443.000 	421.000 	439.000 	428.000 	659.000 	515.000 	483.000 	684.000 	469.000 	312.000 	1225.000 	1855.000 	2070.000 	915.000 	1367.000 	3461.000 	3689.000 	4110.000 
CHP,PRR_AUTO,NHP,TOTAL,TJ,MD	820.000 	736.000 	649.000 	1211.000 	1046.000 	702.000 	816.000 	866.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_AUTO,NHP,TOTAL,TJ,MK	: 	: 	: 	27.000 	65.000 	60.000 	84.000 	108.000 	103.000 	138.000 	118.000 	70.000 	191.000 	671.000 	716.000 	732.000 	825.000 	918.000 	1118.000 	1386.000 	233.000 	233.000 	133.000 	861.000 	980.000 	1975.000 	1975.000 	2764.000 
CHP,PRR_AUTO,NHP,TOTAL,TJ,MT	15.000 	8.000 	6.000 	1.000 	1.000 	8.000 	5.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_AUTO,NHP,TOTAL,TJ,NL	34216.110 	30721.605 	29157.010 	41145.000 	43177.000 	41711.000 	29735.000 	25188.000 	26144.000 	26824.000 	25651.000 	25223.000 	26942.000 	28639.000 	32213.000 	31182.000 	25197.000 	26947.000 	27638.000 	47348.000 	39091.000 	30215.000 	29483.000 	33662.000 	27035.000 	29862.000 	29396.000 	26122.000 
CHP,PRR_AUTO,NHP,TOTAL,TJ,PL	16597.469 	12857.000 	13291.000 	13071.000 	14044.000 	12345.000 	11909.000 	12899.000 	11299.000 	12483.000 	29545.000 	42939.000 	35660.000 	34054.000 	52550.000 	37147.000 	32427.000 	30740.000 	33088.000 	32319.000 	32205.000 	31644.000 	40810.000 	208720.000 	221500.000 	221648.000 	231991.000 	249393.000 
CHP,PRR_AUTO,NHP,TOTAL,TJ,PT	19065.552 	18811.000 	19579.000 	21387.000 	25534.000 	21453.000 	20623.000 	21068.000 	14624.000 	11565.000 	12542.000 	9949.000 	9877.000 	7316.000 	7404.000 	6349.000 	4702.000 	3496.000 	1660.000 	1220.000 	879.000 	415.000 	32.000 	: 	: 	: 	: 	: 
CHP,PRR_AUTO,NHP,TOTAL,TJ,RO	981.084 	2169.000 	2320.000 	2187.000 	2773.000 	2443.000 	3617.000 	3416.000 	3581.000 	4019.000 	4213.000 	3926.000 	5635.000 	4706.000 	4848.000 	5080.000 	4906.000 	5660.000 	10261.000 	9390.000 	13954.000 	14658.000 	20561.000 	20853.000 	73053.000 	87414.000 	161.000 	21692.000 
CHP,PRR_AUTO,NHP,TOTAL,TJ,RS	6902.030 	6435.000 	6297.000 	5726.000 	5518.000 	5391.000 	8895.000 	7984.000 	832.000 	144.000 	4353.000 	5545.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_AUTO,NHP,TOTAL,TJ,SE	19231.000 	17377.000 	16081.000 	15494.000 	17042.000 	17104.000 	12661.000 	17500.000 	11131.000 	18009.000 	19346.000 	20628.000 	26578.000 	23729.000 	19730.000 	15588.000 	17690.000 	16718.000 	17309.000 	13119.000 	12024.000 	12229.000 	11747.000 	12009.000 	11819.000 	11322.000 	: 	: 
CHP,PRR_AUTO,NHP,TOTAL,TJ,SI	127.593 	142.000 	142.000 	104.000 	111.000 	76.000 	70.000 	135.000 	128.000 	136.000 	149.000 	142.000 	157.000 	77.000 	66.000 	52.000 	583.000 	931.000 	916.000 	911.000 	339.000 	598.000 	520.000 	613.000 	842.000 	823.000 	834.000 	763.000 
CHP,PRR_AUTO,NHP,TOTAL,TJ,SK	1949.000 	1678.000 	1399.000 	1646.000 	3883.000 	3965.000 	1784.000 	2060.000 	1843.000 	2516.000 	2581.000 	2368.000 	2138.000 	3139.000 	3475.000 	2333.000 	5238.000 	2904.000 	3369.000 	3404.000 	3904.000 	4044.000 	3718.000 	3426.000 	3523.000 	3022.000 	3077.000 	3348.000 
CHP,PRR_AUTO,NHP,TOTAL,TJ,TR	20785.515 	18713.000 	17194.000 	20549.000 	20627.000 	22193.000 	22046.000 	21490.000 	19710.000 	20250.000 	19303.000 	21158.000 	20928.000 	12667.000 	14849.000 	17123.000 	12436.000 	16068.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_AUTO,NHP,TOTAL,TJ,UA	108244.000 	98684.000 	93977.000 	98377.000 	123171.000 	95413.000 	92962.000 	91952.000 	67668.000 	96562.000 	88291.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_AUTO,NHP,X9900,TJ,CZ	125.451 	120.000 	90.000 	53.000 	20.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_AUTO,NHP,X9900,TJ,EA19	13.721 	4.000 	: 	: 	: 	5.000 	9.000 	13.000 	9.000 	19.000 	12.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_AUTO,NHP,X9900,TJ,EU28	241.445 	282.000 	295.000 	204.000 	1113.000 	196.000 	110.000 	132.000 	148.000 	244.000 	315.000 	242.000 	301.000 	316.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_AUTO,NHP,X9900,TJ,FI	2.000 	4.000 	: 	: 	: 	5.000 	9.000 	: 	9.000 	19.000 	12.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_AUTO,NHP,X9900,TJ,FR	: 	: 	: 	: 	: 	: 	: 	13.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_AUTO,NHP,X9900,TJ,HU	24.000 	104.000 	109.000 	75.000 	965.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_AUTO,NHP,X9900,TJ,LV	11.721 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_AUTO,NHP,X9900,TJ,PL	78.273 	54.000 	96.000 	76.000 	128.000 	191.000 	101.000 	119.000 	139.000 	225.000 	303.000 	242.000 	301.000 	316.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_MAIN,GEP,CF,GWH,AL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	52.000 	38.000 	40.000 	32.000 	41.000 	44.000 	56.000 	59.000 	37.000 	47.000 	37.000 	66.000 	98.000 
CHP,PRR_MAIN,GEP,CF,GWH,AT	5604.178 	6368.208 	5065.448 	4610.245 	5423.808 	5997.084 	5370.456 	6765.125 	4905.372 	4195.878 	4243.296 	3856.642 	3846.637 	3613.000 	3280.000 	4059.000 	2864.000 	2600.000 	2481.000 	2412.000 	2471.000 	2891.000 	6842.000 	6207.000 	5674.000 	4877.000 	5892.000 	5626.000 
CHP,PRR_MAIN,GEP,CF,GWH,BA	229.000 	212.000 	220.000 	188.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_MAIN,GEP,CF,GWH,BE	7276.500 	8228.000 	8096.000 	7061.000 	8577.000 	9286.000 	8845.000 	9872.000 	9686.000 	9266.000 	9254.000 	9266.000 	6139.000 	6327.000 	6211.000 	5471.000 	4611.000 	4281.000 	2884.000 	2855.000 	7492.000 	8101.000 	8130.000 	7918.000 	7237.000 	7504.000 	7781.000 	7316.000 
CHP,PRR_MAIN,GEP,CF,GWH,BG	3217.846 	3504.000 	3594.000 	4877.000 	4920.000 	4729.000 	4548.000 	4853.000 	5404.000 	5199.000 	4563.000 	4157.000 	4353.000 	4199.000 	3867.000 	3610.000 	4054.000 	3795.000 	3475.000 	3735.000 	4027.000 	4981.000 	5574.000 	5809.000 	7191.000 	6148.000 	9597.000 	7385.000 
CHP,PRR_MAIN,GEP,CF,GWH,CY	14.926 	14.000 	14.000 	13.000 	12.000 	9.000 	10.000 	3.000 	2.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_MAIN,GEP,CF,GWH,CZ	35350.410 	34070.000 	33778.000 	34151.000 	34021.000 	34897.000 	36276.000 	35770.000 	11843.000 	12358.000 	11418.000 	11270.000 	11284.000 	11474.000 	10857.000 	10915.000 	11279.000 	10535.000 	9546.000 	8137.000 	8037.000 	7972.000 	7230.000 	5894.000 	5337.000 	4981.000 	4752.000 	4620.000 
CHP,PRR_MAIN,GEP,CF,GWH,DE	93140.000 	86441.000 	79891.000 	78357.000 	80342.000 	82535.000 	76856.000 	76719.000 	71373.000 	71116.000 	65271.000 	65671.000 	61766.000 	61022.000 	58312.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_MAIN,GEP,CF,GWH,DK	13377.998 	14947.451 	11983.347 	16467.000 	21126.000 	18305.000 	23208.000 	28654.000 	27487.000 	27306.000 	29679.000 	36856.000 	26717.000 	31031.000 	37704.000 	30468.000 	29229.000 	26488.000 	30866.000 	33458.000 	37782.000 	44522.000 	30117.000 	34303.000 	30374.000 	27688.000 	33210.000 	22677.000 
CHP,PRR_MAIN,GEP,CF,GWH,EA19	267944.955 	258967.456 	241304.038 	234817.194 	251232.518 	271468.985 	262770.294 	286416.765 	258273.097 	265973.554 	263142.029 	259722.786 	248182.863 	232141.314 	211955.540 	165219.184 	154445.598 	140507.830 	74275.000 	76118.000 	110952.000 	113728.000 	112652.000 	108704.000 	103868.000 	108824.000 	122759.000 	119637.000 
CHP,PRR_MAIN,GEP,CF,GWH,EE	1438.070 	1192.000 	1207.000 	1198.000 	1185.000 	1090.000 	1045.000 	1246.000 	733.000 	820.000 	755.000 	932.000 	924.000 	889.000 	978.000 	895.000 	1062.000 	1098.000 	966.000 	1014.000 	938.000 	8929.000 	8529.000 	9022.000 	9077.000 	11760.000 	14491.000 	17027.000 
CHP,PRR_MAIN,GEP,CF,GWH,EL	7637.101 	7523.000 	7735.000 	10087.000 	9090.000 	9245.000 	8935.000 	8378.000 	7383.000 	8623.000 	7090.000 	7737.000 	7078.000 	4945.000 	5321.000 	2178.000 	2379.000 	2342.000 	2911.000 	2790.000 	2740.000 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_MAIN,GEP,CF,GWH,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1600.000 	1537.000 
CHP,PRR_MAIN,GEP,CF,GWH,EU28	482278.561 	471669.907 	450109.385 	442044.194 	470171.518 	494003.985 	502093.294 	529136.765 	470424.097 	477886.554 	480936.029 	484606.786 	458219.863 	443209.314 	437434.540 	372353.184 	362763.598 	343229.830 	276723.000 	283900.000 	325138.000 	343641.000 	321449.000 	315290.000 	306816.000 	308125.000 	340384.000 	334255.000 
CHP,PRR_MAIN,GEP,CF,GWH,FI	13494.000 	13923.000 	13430.000 	14361.000 	15986.000 	16113.000 	17734.000 	19901.000 	17485.000 	17624.000 	17734.000 	18624.000 	18394.000 	19163.000 	19035.000 	18675.000 	17344.000 	15295.000 	13451.000 	13965.000 	12928.000 	13185.000 	12186.000 	11454.000 	10488.000 	10212.000 	9926.000 	9072.000 
CHP,PRR_MAIN,GEP,CF,GWH,FR	11252.416 	10644.740 	9290.352 	7975.666 	9732.331 	12394.464 	13654.842 	12540.113 	8545.197 	12488.112 	11261.000 	10861.000 	11291.000 	11699.000 	10736.000 	10720.000 	8305.000 	5525.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_MAIN,GEP,CF,GWH,HR	3383.000 	1457.000 	1088.000 	925.000 	1969.000 	2529.000 	2621.000 	2589.000 	2085.000 	2086.000 	2116.000 	1875.000 	1877.000 	2121.000 	2022.000 	1328.000 	1254.000 	980.000 	1001.000 	927.000 	878.000 	762.000 	856.000 	763.000 	997.000 	874.000 	636.000 	556.000 
CHP,PRR_MAIN,GEP,CF,GWH,HU	4628.000 	4435.000 	4084.000 	3858.000 	4665.000 	5881.000 	7103.000 	7043.000 	7004.000 	8315.000 	8376.000 	7680.000 	8320.000 	7334.000 	7216.000 	6551.000 	5897.000 	4280.000 	3659.000 	3739.000 	1576.000 	1302.000 	1440.000 	1490.000 	1608.000 	1996.000 	1961.000 	1790.000 
CHP,PRR_MAIN,GEP,CF,GWH,IT	91392.398 	87793.000 	78125.000 	70744.000 	76591.000 	86063.000 	79751.000 	89740.000 	82200.000 	85920.000 	90144.000 	85595.000 	76988.000 	66604.000 	54982.000 	70148.000 	65341.000 	60101.000 	3113.000 	2612.000 	2155.000 	1464.000 	1229.000 	1104.000 	1011.000 	818.000 	784.000 	687.000 
CHP,PRR_MAIN,GEP,CF,GWH,LI	2.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_MAIN,GEP,CF,GWH,LT	747.900 	1132.000 	2095.000 	1861.000 	2424.000 	2777.000 	2691.000 	3678.000 	2587.000 	2449.000 	2496.000 	2650.000 	3252.000 	2893.000 	2820.000 	2639.000 	2589.000 	2254.000 	2733.000 	3108.000 	2001.000 	1918.000 	1275.000 	1563.000 	1244.000 	3527.000 	11910.000 	10809.000 
CHP,PRR_MAIN,GEP,CF,GWH,LU	180.251 	178.020 	185.982 	212.283 	231.379 	256.437 	269.996 	251.527 	209.528 	259.564 	245.733 	285.144 	270.226 	270.314 	251.540 	220.184 	202.598 	171.830 	26.000 	20.000 	17.000 	2.000 	: 	: 	: 	: 	: 	: 
CHP,PRR_MAIN,GEP,CF,GWH,LV	2812.405 	3560.000 	3273.000 	2758.000 	2919.000 	2164.000 	3054.000 	2985.000 	1999.000 	2045.000 	1918.000 	2072.000 	1454.000 	1451.000 	1590.000 	1454.000 	1405.000 	1279.000 	1303.000 	1410.000 	1469.000 	1175.000 	966.000 	1103.000 	1006.000 	1241.000 	2283.000 	2043.000 
CHP,PRR_MAIN,GEP,CF,GWH,MD	786.000 	820.000 	844.000 	831.000 	815.000 	866.000 	906.000 	949.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_MAIN,GEP,CF,GWH,MK	828.865 	569.092 	183.000 	196.000 	362.000 	298.000 	88.000 	25.000 	3.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_MAIN,GEP,CF,GWH,NL	22803.569 	22111.488 	23757.256 	27287.000 	28656.000 	32952.000 	33941.000 	43833.000 	41576.000 	41100.000 	42498.000 	40916.000 	45171.000 	41468.000 	36930.000 	38493.000 	38259.000 	35367.000 	33783.000 	36674.000 	70012.000 	67752.000 	64531.000 	62435.000 	60205.000 	59342.000 	58261.000 	55844.000 
