plants,operator,nrg_bal,siec,unit,geo\time	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 
CHP,PRR_MAIN,NEP,TOTAL,GWH,NL	21974.116 	21244.401 	22716.704 	26077.000 	27408.156 	31588.182 	32787.000 	42481.000 	39991.000 	39527.000 	40867.000 	39288.000 	43391.000 	39967.000 	35604.000 	37101.000 	36857.000 	34100.000 	32574.000 	35476.000 	67469.000 	65194.000 	62026.000 	60134.000 	58175.000 	57448.000 	56385.000 	54068.000 
CHP,PRR_MAIN,NEP,TOTAL,GWH,NO	471.000 	435.000 	484.000 	473.000 	464.000 	268.000 	200.000 	237.000 	136.000 	150.000 	153.000 	137.000 	114.000 	154.000 	160.000 	103.000 	99.000 	100.000 	100.000 	94.000 	94.000 	100.000 	100.000 	107.000 	98.000 	86.000 	97.000 	97.000 
CHP,PRR_MAIN,NEP,TOTAL,GWH,PL	122551.222 	123438.000 	124683.000 	117083.000 	119774.000 	121085.000 	128030.000 	125852.000 	122842.000 	121495.000 	125865.000 	127964.000 	123140.000 	120372.000 	127733.000 	120330.000 	121366.000 	121550.000 	118675.000 	119153.000 	119197.000 	119830.000 	115997.000 	112564.000 	111400.000 	110673.000 	112848.000 	114057.000 
CHP,PRR_MAIN,NEP,TOTAL,GWH,PT	192.540 	192.000 	193.000 	192.000 	192.000 	192.000 	193.000 	195.000 	311.000 	267.000 	318.000 	861.000 	924.000 	857.000 	530.000 	512.000 	523.000 	592.000 	707.000 	476.000 	373.000 	305.000 	451.000 	426.000 	424.000 	393.000 	218.000 	184.000 
CHP,PRR_MAIN,NEP,TOTAL,GWH,RO	7714.142 	7344.000 	7537.000 	8720.000 	9332.000 	11102.000 	11635.000 	9774.000 	10958.000 	12931.000 	13536.000 	13044.000 	13845.000 	13026.000 	13334.000 	13895.000 	15584.000 	16303.000 	14627.000 	17467.000 	22809.000 	25199.000 	27707.000 	24545.000 	25947.000 	25623.000 	32955.000 	43080.000 
CHP,PRR_MAIN,NEP,TOTAL,GWH,RS	11383.323 	13485.000 	12057.000 	9981.000 	12636.000 	13906.000 	13629.000 	13789.000 	13554.000 	14303.000 	16933.000 	17635.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_MAIN,NEP,TOTAL,GWH,SE	9007.000 	9072.000 	7784.000 	7557.000 	9453.000 	9620.000 	10827.000 	13119.000 	9645.000 	8021.000 	7899.000 	7723.000 	6924.000 	8042.000 	8058.000 	6210.000 	5573.000 	4588.000 	5431.000 	5686.000 	5486.000 	7811.000 	5836.000 	5944.000 	5013.000 	4251.000 	3645.000 	2323.000 
CHP,PRR_MAIN,NEP,TOTAL,GWH,SI	4803.175 	4874.000 	4252.000 	3536.000 	4303.000 	4468.000 	4486.000 	4603.000 	4349.000 	4504.000 	4412.000 	4346.000 	4166.000 	4082.000 	3964.000 	4135.000 	3736.000 	3464.000 	3375.000 	3688.000 	3571.000 	3222.000 	3279.000 	3262.000 	3200.000 	3115.000 	2454.000 	2615.000 
CHP,PRR_MAIN,NEP,TOTAL,GWH,SK	14226.000 	13616.000 	13835.000 	13984.000 	15580.000 	15222.000 	15248.000 	13489.000 	12937.000 	16350.000 	15731.000 	21413.000 	21745.000 	21276.000 	22174.000 	20933.000 	20432.000 	4962.000 	5355.000 	4019.000 	3770.000 	3647.000 	3969.000 	3094.000 	3090.000 	4522.000 	5543.000 	5247.000 
CHP,PRR_MAIN,NEP,TOTAL,GWH,TR	3303.953 	3338.000 	3539.000 	3948.000 	3722.000 	3673.000 	4785.000 	3535.000 	2903.000 	2619.000 	2478.000 	2197.000 	2082.000 	1531.000 	12.000 	6.000 	3.000 	5.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_MAIN,NEP,TOTAL,GWH,UA	8172.000 	9996.000 	9250.000 	9869.000 	11643.000 	12408.000 	12578.000 	11290.000 	8851.000 	10561.000 	11984.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_MAIN,NEP,X9900,GWH,CZ	18.792 	19.000 	20.000 	20.000 	18.000 	18.000 	23.000 	21.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_MAIN,NEP,X9900,GWH,DE	402.000 	398.000 	368.000 	389.000 	215.000 	245.000 	207.000 	202.000 	164.000 	201.000 	247.000 	210.000 	188.000 	231.000 	201.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_MAIN,NEP,X9900,GWH,EA19	654.578 	618.846 	621.512 	610.807 	426.173 	482.349 	278.919 	271.000 	304.000 	347.000 	360.000 	210.000 	188.000 	231.000 	201.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_MAIN,NEP,X9900,GWH,EU28	673.370 	637.846 	641.512 	630.807 	444.173 	500.349 	301.919 	292.000 	304.000 	347.000 	360.000 	210.000 	188.000 	231.000 	201.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_MAIN,NEP,X9900,GWH,FI	19.000 	10.000 	9.000 	13.000 	18.000 	18.000 	49.000 	24.000 	45.000 	54.000 	2.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_MAIN,NEP,X9900,GWH,FR	233.578 	210.846 	244.512 	208.807 	193.173 	219.349 	22.919 	45.000 	95.000 	92.000 	111.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_MAIN,NEP,X9900H,GWH,EA19	49.000 	68.000 	68.000 	86.000 	85.000 	72.000 	41.000 	69.000 	49.000 	102.000 	25.000 	26.000 	19.000 	16.000 	18.000 	19.000 	25.000 	25.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_MAIN,NEP,X9900H,GWH,EU28	49.000 	68.000 	68.000 	86.000 	85.000 	72.000 	41.000 	69.000 	49.000 	102.000 	25.000 	26.000 	19.000 	16.000 	18.000 	19.000 	25.000 	25.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_MAIN,NEP,X9900H,GWH,FI	49.000 	68.000 	68.000 	86.000 	85.000 	72.000 	41.000 	69.000 	49.000 	102.000 	25.000 	26.000 	19.000 	16.000 	18.000 	19.000 	25.000 	25.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_MAIN,NHP,CF,TJ,AL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	125.000 	99.000 	104.000 	81.000 	106.000 	112.000 	144.000 	151.000 	96.000 	121.000 	94.000 	168.000 	252.000 
CHP,PRR_MAIN,NHP,CF,TJ,AT	40540.656 	40357.964 	38735.653 	35691.160 	39966.092 	41274.822 	42340.342 	45070.186 	39065.127 	38735.838 	35071.623 	35935.931 	34963.564 	35488.000 	31387.000 	27719.000 	27550.000 	23874.000 	28126.000 	29480.000 	26477.000 	28166.000 	18259.000 	17640.000 	15540.000 	14974.000 	16411.000 	13248.000 
CHP,PRR_MAIN,NHP,CF,TJ,BA	1817.000 	1523.000 	1583.000 	1356.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_MAIN,NHP,CF,TJ,BE	21719.200 	26162.000 	27186.000 	25820.000 	28435.000 	31271.000 	33653.000 	34896.000 	30938.000 	28516.000 	26409.000 	31279.000 	19172.000 	23260.000 	22801.000 	22097.000 	22060.000 	21591.000 	16613.000 	12180.000 	12298.000 	10919.000 	9742.000 	9390.000 	9415.000 	9850.000 	9879.000 	9331.000 
CHP,PRR_MAIN,NHP,CF,TJ,BG	29418.725 	34746.000 	35791.000 	41237.000 	41575.000 	43154.000 	40670.000 	40463.000 	41554.000 	45124.000 	37345.000 	33167.000 	33907.000 	34430.000 	37184.000 	34797.000 	35568.000 	34441.000 	36142.000 	38646.000 	41045.000 	36321.000 	33911.000 	35176.000 	40562.000 	55158.000 	46938.000 	47805.000 
CHP,PRR_MAIN,NHP,CF,TJ,CY	53.890 	50.000 	51.000 	45.000 	42.000 	31.000 	31.000 	5.000 	4.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_MAIN,NHP,CF,TJ,CZ	69352.868 	69160.000 	66998.000 	65364.000 	75366.000 	74346.000 	71799.000 	76891.000 	79806.000 	86029.000 	84838.000 	84847.000 	89699.000 	97499.000 	99492.000 	90164.000 	95771.000 	88145.000 	86399.000 	99363.000 	111244.000 	116396.000 	106659.000 	92713.000 	88416.000 	88369.000 	88370.000 	88463.000 
CHP,PRR_MAIN,NHP,CF,TJ,DE	335348.000 	335174.000 	322592.000 	313589.000 	345534.000 	341725.000 	331682.000 	360228.000 	341636.000 	353403.000 	345203.000 	367337.000 	362699.000 	357156.000 	335322.000 	271445.000 	276270.000 	271318.000 	334945.000 	340924.000 	335834.000 	362644.000 	335714.000 	393425.000 	405504.000 	404187.000 	429919.000 	444104.000 
CHP,PRR_MAIN,NHP,CF,TJ,DK	69090.308 	67455.911 	63554.462 	63731.000 	79694.000 	80249.000 	82786.000 	97442.000 	82371.000 	81496.000 	80976.000 	88335.000 	89928.000 	92701.000 	94468.000 	94552.000 	95542.000 	87795.000 	91441.000 	94469.000 	91531.000 	95826.000 	82745.000 	75312.000 	74015.000 	64394.000 	62355.000 	53656.000 
CHP,PRR_MAIN,NHP,CF,TJ,EA19	868560.431 	889001.436 	845088.441 	831079.864 	891630.522 	888230.268 	891488.968 	928518.040 	856634.090 	855230.955 	842315.425 	883480.736 	848764.635 	857730.005 	753666.808 	672922.232 	662325.226 	611416.228 	623965.000 	632548.000 	623245.000 	646601.000 	581805.000 	623075.000 	629355.000 	636258.000 	675289.000 	667875.000 
CHP,PRR_MAIN,NHP,CF,TJ,EE	11098.154 	11966.000 	11229.000 	11408.000 	10526.000 	9568.000 	8868.000 	10299.000 	9652.000 	7062.000 	7690.000 	9071.000 	9282.000 	9576.000 	9983.000 	10144.000 	10845.000 	10667.000 	9594.000 	9385.000 	11581.000 	11570.000 	11161.000 	18836.000 	32507.000 	42441.000 	53326.000 	47438.000 
CHP,PRR_MAIN,NHP,CF,TJ,EL	2137.480 	2134.000 	2093.000 	2073.000 	1738.000 	1889.000 	2256.000 	1941.000 	2050.000 	1837.000 	1737.000 	2349.000 	2049.000 	1817.000 	1930.000 	1153.000 	1176.000 	1174.000 	1103.000 	1049.000 	1032.000 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_MAIN,NHP,CF,TJ,EU28	1405281.096 	1432439.347 	1369111.903 	1347220.864 	1462963.522 	1469233.268 	1471944.968 	1575250.040 	1458853.090 	1461714.955 	1428902.425 	1482340.736 	1460064.635 	1480726.005 	1384687.808 	1278838.232 	1305388.226 	1216296.228 	1259541.000 	1325287.000 	1335990.000 	1377223.000 	1269391.000 	1261737.000 	1283806.000 	1290173.000 	1329579.000 	1345484.000 
CHP,PRR_MAIN,NHP,CF,TJ,FI	110192.000 	112780.000 	103030.000 	106998.000 	116581.000 	123295.000 	122827.000 	134509.000 	117641.000 	119126.000 	121267.000 	126626.000 	117442.000 	123460.000 	126531.000 	119319.000 	109139.000 	97162.000 	80200.000 	76676.000 	85427.000 	82762.000 	73907.000 	71676.000 	69552.000 	66312.000 	65988.000 	61560.000 
CHP,PRR_MAIN,NHP,CF,TJ,FR	76198.378 	72955.295 	65899.219 	61420.099 	66431.962 	71806.721 	75181.740 	67475.000 	72977.000 	66047.000 	60062.000 	53758.000 	58522.000 	59065.000 	59912.000 	59869.000 	54593.000 	37727.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_MAIN,NHP,CF,TJ,HR	9623.900 	8718.000 	8401.000 	7560.000 	8600.000 	8474.000 	8612.000 	8900.000 	8104.000 	8340.000 	8082.000 	8311.000 	9150.000 	8835.000 	8944.000 	8331.000 	8700.000 	7998.000 	9093.000 	9324.000 	9651.000 	10247.000 	9791.000 	9774.000 	10386.000 	10099.000 	10700.000 	10842.000 
CHP,PRR_MAIN,NHP,CF,TJ,HU	17865.000 	19961.000 	17340.000 	18876.000 	22062.000 	24758.000 	28994.000 	37109.000 	38008.000 	38726.000 	37907.000 	40193.000 	40709.000 	39876.000 	42435.000 	40033.000 	49265.000 	49156.000 	50926.000 	49231.000 	41610.000 	31124.000 	31550.000 	32154.000 	34691.000 	37091.000 	38315.000 	36172.000 
CHP,PRR_MAIN,NHP,CF,TJ,IT	151758.251 	155418.000 	138275.000 	129152.000 	128934.000 	112257.000 	109022.000 	92607.000 	76906.000 	80815.000 	83339.000 	83115.000 	72641.000 	69044.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_MAIN,NHP,CF,TJ,LT	12937.000 	12524.000 	12839.000 	15345.000 	18527.000 	19227.000 	19429.000 	22145.000 	20227.000 	19851.000 	19989.000 	24601.000 	22741.000 	22690.000 	19900.000 	18432.000 	18699.000 	17770.000 	19605.000 	23053.000 	22647.000 	24000.000 	23787.000 	25496.000 	22777.000 	25761.000 	35798.000 	34009.000 
CHP,PRR_MAIN,NHP,CF,TJ,LU	1910.774 	1563.930 	1571.862 	1723.605 	2365.468 	2270.725 	2348.886 	2293.854 	1801.963 	2323.117 	1996.802 	2478.805 	2349.071 	2335.005 	2189.808 	488.232 	354.226 	294.228 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_MAIN,NHP,CF,TJ,LV	12452.559 	20015.000 	17406.000 	17019.000 	16710.000 	15872.000 	14122.000 	16320.000 	14017.000 	13576.000 	15329.000 	15653.000 	13677.000 	14032.000 	14080.000 	14194.000 	13151.000 	10730.000 	12704.000 	13967.000 	15428.000 	13285.000 	13633.000 	13518.000 	11884.000 	14329.000 	17141.000 	18216.000 
CHP,PRR_MAIN,NHP,CF,TJ,MD	6073.000 	6180.000 	5993.000 	5750.000 	5870.000 	6426.000 	6643.000 	6986.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_MAIN,NHP,CF,TJ,MK	1303.254 	1084.651 	449.000 	351.000 	870.000 	809.000 	283.000 	320.000 	318.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_MAIN,NHP,CF,TJ,NL	63329.156 	69785.247 	77222.707 	85210.000 	88267.000 	90084.000 	100321.000 	109389.000 	101328.000 	99211.000 	99670.000 	102801.000 	102407.000 	109146.000 	98303.000 	98941.000 	98767.000 	98588.000 	100383.000 	97235.000 	85678.000 	83924.000 	69310.000 	49269.000 	35389.000 	18801.000 	16591.000 	11678.000 
CHP,PRR_MAIN,NHP,CF,TJ,NO	7106.000 	6335.000 	5935.000 	6312.000 	5336.000 	4368.000 	3785.000 	3828.000 	2648.000 	3311.000 	3142.000 	3250.000 	3273.000 	3420.000 	2937.000 	2146.000 	2114.000 	2086.000 	2181.000 	2092.000 	2228.000 	2219.000 	2360.000 	2194.000 	2339.000 	2008.000 	1667.000 	1529.000 
CHP,PRR_MAIN,NHP,CF,TJ,PL	173569.567 	168363.000 	164819.000 	154609.000 	168761.000 	174650.000 	173029.000 	186412.000 	178434.000 	183934.000 	173867.000 	171524.000 	178197.000 	178382.000 	167301.000 	162765.000 	170339.000 	159783.000 	167962.000 	175075.000 	180453.000 	186304.000 	176355.000 	168200.000 	167925.000 	168665.000 	172057.000 	167472.000 
CHP,PRR_MAIN,NHP,CF,TJ,PT	35.000 	35.000 	35.000 	35.000 	35.000 	21.000 	21.000 	43.000 	1431.000 	1686.000 	1590.000 	3891.000 	3835.000 	3473.000 	2044.000 	2031.000 	2063.000 	2130.000 	1950.000 	2146.000 	1937.000 	1725.000 	1491.000 	1476.000 	1437.000 	1318.000 	1182.000 	1188.000 
CHP,PRR_MAIN,NHP,CF,TJ,RO	51783.297 	55665.000 	56078.000 	57077.000 	60752.000 	63764.000 	70217.000 	69924.000 	67357.000 	71418.000 	77452.000 	87309.000 	89004.000 	88454.000 	102281.000 	100091.000 	118738.000 	114606.000 	126606.000 	154384.000 	170914.000 	179107.000 	177876.000 	163957.000 	180982.000 	178817.000 	187661.000 	236420.000 
CHP,PRR_MAIN,NHP,CF,TJ,RS	3895.986 	3041.000 	2519.000 	2411.000 	3189.000 	3575.000 	3588.000 	3075.000 	2899.000 	3219.000 	3474.000 	2942.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_MAIN,NHP,CF,TJ,SE	116017.000 	119369.000 	111042.000 	107687.000 	114523.000 	111608.000 	104349.000 	129591.000 	106585.000 	91417.000 	86120.000 	85174.000 	80706.000 	82819.000 	78916.000 	75183.000 	69140.000 	62956.000 	67007.000 	72247.000 	66297.000 	75297.000 	68699.000 	61376.000 	57474.000 	51322.000 	47894.000 	36779.000 
CHP,PRR_MAIN,NHP,CF,TJ,SI	7088.933 	7019.000 	6707.000 	5963.000 	6892.000 	6858.000 	7234.000 	7425.000 	6852.000 	7024.000 	6592.000 	6816.000 	6922.000 	6628.000 	6437.000 	6063.000 	5798.000 	5301.000 	5748.000 	5973.000 	5631.000 	5890.000 	5554.000 	4818.000 	5187.000 	5134.000 	5636.000 	5162.000 
CHP,PRR_MAIN,NHP,CF,TJ,SK	21761.000 	21062.000 	20216.000 	19588.000 	20646.000 	20780.000 	22152.000 	23872.000 	20108.000 	16018.000 	16370.000 	17769.000 	20063.000 	20560.000 	22847.000 	21027.000 	21860.000 	13090.000 	12994.000 	20480.000 	19275.000 	21716.000 	19247.000 	17531.000 	20163.000 	33151.000 	23418.000 	21941.000 
CHP,PRR_MAIN,NHP,CF,TJ,TR	22515.200 	20126.000 	24302.000 	27861.000 	30139.000 	29124.000 	28871.000 	29840.000 	24673.000 	22435.000 	23971.000 	18991.000 	14669.000 	6164.000 	518.000 	251.000 	156.000 	115.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_MAIN,NHP,CF,TJ,UA	45415.000 	47143.000 	53380.000 	75556.000 	81431.000 	101930.000 	92936.000 	103742.000 	100145.000 	108893.000 	103890.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_MAIN,NHP,N9000,TJ,BG	322.163 	287.000 	309.000 	277.000 	291.000 	280.000 	388.000 	364.000 	345.000 	331.000 	334.000 	380.000 	406.000 	472.000 	465.000 	480.000 	469.000 	329.000 	270.000 	256.000 	252.000 	230.000 	223.000 	145.000 	: 	: 	: 	: 
CHP,PRR_MAIN,NHP,N9000,TJ,CZ	248.000 	216.000 	225.000 	217.000 	245.000 	218.000 	229.000 	251.000 	985.000 	970.000 	1003.000 	1070.000 	1096.000 	1069.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_MAIN,NHP,N9000,TJ,DE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	717.000 	674.000 	911.000 	674.000 	616.000 	644.000 	352.000 	4279.000 
CHP,PRR_MAIN,NHP,N9000,TJ,EA19	1600.000 	1528.000 	1529.000 	1376.000 	1633.000 	1666.000 	1775.000 	2020.000 	2821.000 	2540.000 	2567.000 	2735.000 	2814.000 	3023.000 	2926.000 	2815.000 	2634.000 	965.000 	982.000 	1177.000 	1775.000 	2106.000 	2043.000 	1536.000 	1577.000 	1839.000 	906.000 	4616.000 
CHP,PRR_MAIN,NHP,N9000,TJ,EU28	2392.163 	2258.000 	2268.000 	2049.000 	2674.000 	2692.000 	2900.000 	3137.000 	4660.000 	4395.000 	4444.000 	4779.000 	4985.000 	5197.000 	4043.000 	3898.000 	3733.000 	1900.000 	2011.000 	2123.000 	2741.000 	3061.000 	2266.000 	1681.000 	1577.000 	1839.000 	906.000 	4616.000 
CHP,PRR_MAIN,NHP,N9000,TJ,HU	222.000 	227.000 	205.000 	179.000 	505.000 	528.000 	508.000 	502.000 	509.000 	554.000 	540.000 	594.000 	669.000 	633.000 	652.000 	603.000 	630.000 	606.000 	759.000 	690.000 	714.000 	725.000 	: 	: 	: 	: 	: 	: 
CHP,PRR_MAIN,NHP,N9000,TJ,LT	: 	: 	: 	: 	: 	: 	: 	: 	971.000 	917.000 	916.000 	1001.000 	1156.000 	1185.000 	1240.000 	1277.000 	1151.000 	965.000 	982.000 	1177.000 	1058.000 	1432.000 	1132.000 	862.000 	961.000 	1195.000 	554.000 	337.000 
CHP,PRR_MAIN,NHP,N9000,TJ,SK	1600.000 	1528.000 	1529.000 	1376.000 	1633.000 	1666.000 	1775.000 	2020.000 	1850.000 	1623.000 	1651.000 	1734.000 	1658.000 	1838.000 	1686.000 	1538.000 	1483.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_MAIN,NHP,N9000,TJ,UA	6328.000 	6339.000 	6234.000 	6565.000 	6839.000 	6801.000 	6401.000 	6413.000 	6412.000 	6402.000 	6541.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_MAIN,NHP,RA200,TJ,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	21.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_MAIN,NHP,RA200,TJ,IS	9896.618 	14945.000 	6869.000 	5835.000 	6073.000 	6158.000 	5772.000 	5750.000 	5804.000 	5914.000 	5759.000 	5473.000 	5418.000 	5292.000 	5182.000 	5188.000 	5096.000 	5046.000 	4731.000 	4550.000 	4544.000 	4491.000 	4687.000 	4630.000 	4561.000 	4615.000 	4401.000 	4474.000 
CHP,PRR_MAIN,NHP,RA200,TJ,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	21.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_MAIN,NHP,TOTAL,TJ,AL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	125.000 	99.000 	104.000 	81.000 	106.000 	112.000 	144.000 	151.000 	96.000 	121.000 	94.000 	168.000 	252.000 
CHP,PRR_MAIN,NHP,TOTAL,TJ,AT	40540.656 	40357.964 	38735.653 	35691.160 	39966.092 	41274.822 	42340.342 	45070.186 	39065.127 	38735.838 	35071.623 	35935.931 	34963.564 	35488.000 	31387.000 	27719.000 	27550.000 	23874.000 	28126.000 	29480.000 	26477.000 	28166.000 	18259.000 	17640.000 	15540.000 	14974.000 	16411.000 	13248.000 
CHP,PRR_MAIN,NHP,TOTAL,TJ,BA	1817.000 	1523.000 	1583.000 	1356.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_MAIN,NHP,TOTAL,TJ,BE	21719.200 	26162.000 	27186.000 	25820.000 	28435.000 	31271.000 	33653.000 	34896.000 	30938.000 	28516.000 	26409.000 	31279.000 	19172.000 	23260.000 	22801.000 	22097.000 	22060.000 	21591.000 	16613.000 	12180.000 	12298.000 	10919.000 	9742.000 	9390.000 	9415.000 	9850.000 	9879.000 	9331.000 
CHP,PRR_MAIN,NHP,TOTAL,TJ,BG	29740.888 	35033.000 	36100.000 	41514.000 	41866.000 	43434.000 	41058.000 	40827.000 	41899.000 	45455.000 	37679.000 	33547.000 	34313.000 	34902.000 	37649.000 	35277.000 	36037.000 	34770.000 	36412.000 	38902.000 	41297.000 	36551.000 	34134.000 	35321.000 	40562.000 	55158.000 	46938.000 	47805.000 
CHP,PRR_MAIN,NHP,TOTAL,TJ,CY	53.890 	50.000 	51.000 	45.000 	42.000 	31.000 	31.000 	5.000 	4.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_MAIN,NHP,TOTAL,TJ,CZ	69664.516 	69437.000 	67280.000 	65698.000 	75768.000 	74719.000 	72175.000 	77288.000 	81006.000 	87197.000 	85993.000 	86100.000 	91087.000 	98568.000 	99492.000 	90164.000 	95771.000 	88145.000 	86399.000 	99363.000 	111244.000 	116396.000 	106659.000 	92713.000 	88416.000 	88369.000 	88370.000 	88463.000 
CHP,PRR_MAIN,NHP,TOTAL,TJ,DE	340265.000 	340256.000 	327538.000 	318432.000 	348880.000 	345415.000 	334993.000 	363105.000 	343296.000 	355456.000 	348095.000 	370297.000 	365038.000 	360532.000 	338153.000 	271445.000 	276270.000 	271318.000 	334945.000 	340924.000 	336551.000 	363318.000 	336625.000 	394099.000 	406120.000 	404831.000 	430271.000 	448383.000 
CHP,PRR_MAIN,NHP,TOTAL,TJ,DK	69090.308 	67455.911 	63554.462 	63731.000 	79694.000 	80249.000 	82786.000 	97442.000 	82371.000 	81496.000 	80976.000 	88335.000 	89928.000 	92701.000 	94468.000 	94552.000 	95542.000 	87795.000 	91441.000 	94469.000 	91531.000 	95826.000 	82745.000 	75312.000 	74015.000 	64394.000 	62355.000 	53656.000 
CHP,PRR_MAIN,NHP,TOTAL,TJ,EA19	878514.904 	898915.050 	855356.201 	840880.630 	899942.139 	896580.789 	898013.793 	934294.040 	862565.090 	861014.955 	848687.425 	889178.736 	853917.635 	864129.005 	759423.808 	675737.232 	664959.226 	612381.228 	624947.000 	633725.000 	625020.000 	648707.000 	583848.000 	624611.000 	630932.000 	638097.000 	676195.000 	672491.000 
CHP,PRR_MAIN,NHP,TOTAL,TJ,EE	11098.154 	11966.000 	11229.000 	11408.000 	10526.000 	9568.000 	8868.000 	10299.000 	9652.000 	7062.000 	7690.000 	9071.000 	9282.000 	9576.000 	9983.000 	10144.000 	10845.000 	10667.000 	9594.000 	9385.000 	11581.000 	11570.000 	11161.000 	18836.000 	32507.000 	42441.000 	53326.000 	47438.000 
CHP,PRR_MAIN,NHP,TOTAL,TJ,EL	2137.480 	2134.000 	2093.000 	2073.000 	1738.000 	1889.000 	2256.000 	1941.000 	2050.000 	1837.000 	1737.000 	2349.000 	2049.000 	1817.000 	1930.000 	1153.000 	1176.000 	1174.000 	1103.000 	1049.000 	1032.000 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_MAIN,NHP,TOTAL,TJ,EU28	1421383.380 	1448173.961 	1385153.663 	1363064.630 	1478499.139 	1485813.789 	1484799.793 	1587260.040 	1472565.090 	1474980.955 	1442760.425 	1495995.736 	1472982.635 	1495845.005 	1396309.808 	1291065.232 	1316133.226 	1227271.228 	1269277.000 	1334868.000 	1346388.000 	1386088.000 	1280027.000 	1269828.000 	1294016.000 	1300223.000 	1330485.000 	1350100.000 
CHP,PRR_MAIN,NHP,TOTAL,TJ,FI	110617.000 	113032.000 	103325.000 	107436.000 	117260.000 	123751.000 	123883.000 	135078.000 	118194.000 	119619.000 	121275.000 	126629.000 	117442.000 	123460.000 	126531.000 	119319.000 	109139.000 	97162.000 	80200.000 	76676.000 	85427.000 	82762.000 	73907.000 	71676.000 	69552.000 	66312.000 	65988.000 	61560.000 
